year,generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2040,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349956.5536298572,0.34,#707070,Coal,True,380.336920665371,0.0,0.0,1141.010761996113,1521.347682661484
2050,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349946.5536298572,0.34,#707070,Coal,True,380.336920665371,0.0,0.0,1521.347682661484,1521.347682661484
2025,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,454.7729622448593,454.7729622448593,454.7729622448593,454.7729622448593,2273.8648112242963
2030,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184027.52220188075,0.0,#6895dd,Offshore Wind (AC),True,454.7729622448593,454.7729622448593,909.5459244897186,909.5459244897186,2728.637773469156
2040,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184017.52220188075,0.0,#6895dd,Offshore Wind (AC),True,454.7729622448593,454.7729622448593,1364.318886734578,1364.318886734578,3183.410735714015
2050,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184007.52220188075,0.0,#6895dd,Offshore Wind (AC),True,454.7729622448593,454.7729622448593,1819.0918489794371,1819.0918489794371,3638.1836979588743
2025,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,958.2542989522145,958.2542989522144,958.2542989522144,958.2542989522145,4791.271494761073
2030,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96075.8880199663,0.0,#235ebc,Onshore Wind,True,958.2542989522145,958.2542989522144,1916.5085979044288,1916.508597904429,5749.5257937132865
2040,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96065.8880199663,0.0,#235ebc,Onshore Wind,True,958.2542989522145,958.2542989522144,2874.7628968566432,2874.7628968566437,6707.780092665502
2050,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96055.8880199663,0.0,#235ebc,Onshore Wind,True,958.2542989522145,958.2542989522144,3833.0171958088577,3833.017195808858,7666.034391617715
2025,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,161.0552610623145,161.0552610623145,161.0552610623145,161.0552610623145,805.2763053115724
2030,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35592.07124380444,0.0,#f9d002,Solar,True,161.0552610623145,161.0552610623145,322.110522124629,322.110522124629,966.331566373887
2040,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35582.07124380444,0.0,#f9d002,Solar,True,161.0552610623145,161.0552610623145,483.1657831869435,483.1657831869435,1127.3868274362014
2050,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35572.07124380444,0.0,#f9d002,Solar,True,161.0552610623145,161.0552610623145,644.221044249258,644.221044249258,1288.442088498516
2025,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,149.375,149.375,149.375,149.375,746.875
2030,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,149.375,149.375,298.75,298.75,896.25
2040,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,149.375,149.375,448.125,448.125,1045.625
2050,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,149.375,0.0,448.125,597.5,1045.625
2025,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,1037.613497196256,1037.613497196256,1037.613497196256,1037.613497196256,5188.067485981281
2030,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96075.8880199663,0.0,#235ebc,Onshore Wind,True,1037.613497196256,1037.613497196256,2075.226994392512,2075.226994392512,6225.680983177536
2040,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96065.8880199663,0.0,#235ebc,Onshore Wind,True,1037.613497196256,1037.613497196256,3112.840491588768,3112.840491588768,7263.294480373792
2050,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96055.8880199663,0.0,#235ebc,Onshore Wind,True,1037.613497196256,0.0,3112.840491588768,4150.453988785024,7263.294480373792
2025,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,567.7459841342064,567.7459841342064,567.7459841342064,567.7459841342064,2838.7299206710322
2030,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35592.07124380446,0.0,#f9d002,Solar,True,567.7459841342064,567.7459841342064,1135.4919682684128,1135.4919682684128,3406.4759048052383
2040,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35582.07124380446,0.0,#f9d002,Solar,True,567.7459841342064,567.7459841342064,1703.2379524026192,1703.2379524026192,3974.221888939445
2050,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35572.07124380446,0.0,#f9d002,Solar,True,567.7459841342064,567.7459841342064,2270.9839365368257,2270.9839365368257,4541.967873073651
2025,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,934.1285,0.0,0.0,934.1285,3736.514
2030,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,934.1285,0.0,0.0,1868.257,3736.514
2040,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,934.1285,0.0,0.0,2802.3855000000003,3736.514
2050,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,934.1285,0.0,0.0,3736.514,3736.514
2025,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,498.251713962379,498.251713962379,498.251713962379,498.251713962379,2491.2585698118946
2030,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183309.76637314336,0.0,#6895dd,Offshore Wind (AC),True,498.251713962379,498.251713962379,996.503427924758,996.503427924758,2989.510283774274
2040,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183299.76637314336,0.0,#6895dd,Offshore Wind (AC),True,498.251713962379,0.0,996.503427924758,1494.755141887137,2989.510283774274
2050,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183289.76637314336,0.0,#6895dd,Offshore Wind (AC),True,498.251713962379,0.0,996.503427924758,1993.006855849516,2989.510283774274
2025,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,654.8693542398588,654.8693542398588,654.8693542398588,654.8693542398588,3274.346771199294
2030,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96075.88801996633,0.0,#235ebc,Onshore Wind,True,654.8693542398588,654.8693542398588,1309.7387084797176,1309.7387084797176,3929.216125439153
2040,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96065.88801996633,0.0,#235ebc,Onshore Wind,True,654.8693542398588,654.8693542398588,1964.6080627195765,1964.6080627195765,4584.085479679012
2050,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96055.88801996633,0.0,#235ebc,Onshore Wind,True,654.8693542398588,0.0,1964.6080627195765,2619.4774169594352,4584.085479679012
2025,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,252.3751333262614,252.3751333262614,252.3751333262614,252.3751333262614,1261.875666631307
2030,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35592.07124380444,0.0,#f9d002,Solar,True,252.3751333262614,252.3751333262614,504.7502666525228,504.7502666525228,1514.2507999575682
2040,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35582.07124380444,0.0,#f9d002,Solar,True,252.3751333262614,252.3751333262614,757.1253999787841,757.1253999787841,1766.6259332838297
2050,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35572.07124380444,0.0,#f9d002,Solar,True,252.3751333262614,252.3751333262614,1009.5005333050456,1009.5005333050456,2019.0010666100911
2025,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,11.5,11.5,11.5,11.5,57.5
2030,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,11.5,11.5,23.0,23.0,69.0
2040,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,11.5,11.5,34.5,34.5,80.5
2050,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,11.5,11.5,46.0,46.0,92.0
2025,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,909.736940104569,909.736940104569,909.736940104569,909.736940104569,4548.684700522846
2030,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96075.8880199663,0.0,#235ebc,Onshore Wind,True,909.736940104569,909.736940104569,1819.473880209138,1819.473880209138,5458.4216406274145
2040,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96065.8880199663,0.0,#235ebc,Onshore Wind,True,909.736940104569,909.736940104569,2729.2108203137072,2729.2108203137072,6368.158580731983
2050,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96055.8880199663,0.0,#235ebc,Onshore Wind,True,909.736940104569,0.0,2729.2108203137072,3638.947760418276,6368.158580731983
2025,ES1 7 solar,ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,412.7784041215734,412.7784041215734,412.7784041215734,412.7784041215734,2063.892020607867
