year,generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2050,ES1 0 onwind,ES1 0,onwind,26825.862669404865,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,53651.72533880973,0.0,63399.88773788339,214606.90135523892,90225.75040728826
2025,ES1 0 ror,ES1 0,ror,147.00824749999998,0.0,299140.22492922965,0.0,#4adbc8,Run of River,True,294.01649499999996,0.0,0.0,294.01649499999996,147.00824749999998
2030,ES1 0 ror,ES1 0,ror,147.00824749999998,0.0,299140.22492922965,0.0,#4adbc8,Run of River,True,294.01649499999996,0.0,0.0,588.0329899999999,147.00824749999998
2040,ES1 0 ror,ES1 0,ror,147.00824749999998,0.0,299140.22492922965,0.0,#4adbc8,Run of River,True,294.01649499999996,0.0,0.0,882.0494849999999,147.00824749999998
2050,ES1 0 ror,ES1 0,ror,147.00824749999998,0.0,299140.22492922965,0.0,#4adbc8,Run of River,True,294.01649499999996,0.0,0.0,1176.0659799999999,147.00824749999998
2025,ES1 0 solar,ES1 0,solar,11681.579273038667,0.0099999999999999,35602.07124380445,0.0,#f9d002,Solar,True,23363.158546077335,23363.15854607733,23363.15854607733,23363.158546077335,35044.737819115995
2030,ES1 0 solar,ES1 0,solar,11681.579273038667,0.0099999999999999,35602.07124380445,0.0,#f9d002,Solar,True,23363.158546077335,23363.15854607733,46726.31709215466,46726.31709215467,58407.89636519333
2040,ES1 0 solar,ES1 0,solar,11681.579273038667,0.0099999999999999,35602.07124380445,0.0,#f9d002,Solar,True,23363.158546077335,23363.15854607733,70089.47563823199,70089.475638232,81771.05491127065
2050,ES1 0 solar,ES1 0,solar,11681.579273038667,0.0099999999999999,35602.07124380445,0.0,#f9d002,Solar,True,23363.158546077335,0.0,70089.47563823199,93452.63418430934,81771.05491127065
2025,PT1 0 CCGT,PT1 0,CCGT,4145.0,38.87669736560293,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,8290.0,52.76303885723414,52.76303885723414,8290.0,4197.763038857234
2030,PT1 0 CCGT,PT1 0,CCGT,4145.0,38.87669736560293,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,8290.0,0.0,52.76303885723414,16580.0,4197.763038857234
2040,PT1 0 CCGT,PT1 0,CCGT,4145.0,38.87669736560293,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,8290.0,0.0,52.76303885723414,24870.0,4197.763038857234
2050,PT1 0 CCGT,PT1 0,CCGT,4145.0,38.87669736560293,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,8290.0,0.0,52.76303885723414,33160.0,4197.763038857234
2025,PT1 0 offwind-ac,PT1 0,offwind-ac,4460.18873614281,0.015,185034.00994052453,0.0,#6895dd,Offshore Wind (AC),True,8920.37747228562,8920.37747228562,8920.37747228562,8920.37747228562,13380.56620842843
2030,PT1 0 offwind-ac,PT1 0,offwind-ac,4460.18873614281,0.015,185034.00994052453,0.0,#6895dd,Offshore Wind (AC),True,8920.37747228562,0.0,8920.37747228562,17840.75494457124,13380.56620842843
2040,PT1 0 offwind-ac,PT1 0,offwind-ac,4460.18873614281,0.015,185034.00994052453,0.0,#6895dd,Offshore Wind (AC),True,8920.37747228562,0.0,8920.37747228562,26761.13241685686,13380.56620842843
2050,PT1 0 offwind-ac,PT1 0,offwind-ac,4460.18873614281,0.015,185034.00994052453,0.0,#6895dd,Offshore Wind (AC),True,8920.37747228562,0.0,8920.37747228562,35681.50988914248,13380.56620842843
2025,PT1 0 onwind,PT1 0,onwind,5213.640675318431,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,10427.281350636862,10427.281350636862,10427.281350636862,10427.281350636862,15640.922025955293
2030,PT1 0 onwind,PT1 0,onwind,5213.640675318431,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,10427.281350636862,0.0,10427.281350636862,20854.562701273724,15640.922025955293
2040,PT1 0 onwind,PT1 0,onwind,5213.640675318431,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,10427.281350636862,0.0,10427.281350636862,31281.844051910586,15640.922025955293
2050,PT1 0 onwind,PT1 0,onwind,5213.640675318431,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,10427.281350636862,0.0,10427.281350636862,41709.12540254745,15640.922025955293
2025,PT1 0 ror,PT1 0,ror,2638.5,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,5277.0,0.0,0.0,5277.0,2638.5
2030,PT1 0 ror,PT1 0,ror,2638.5,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,5277.0,0.0,0.0,10554.0,2638.5
2040,PT1 0 ror,PT1 0,ror,2638.5,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,5277.0,0.0,0.0,15831.0,2638.5
2050,PT1 0 ror,PT1 0,ror,2638.5,0.0,299140.22492922953,0.0,#4adbc8,Run of River,True,5277.0,0.0,0.0,21108.0,2638.5
2025,PT1 0 solar,PT1 0,solar,1025.44,0.01,35602.07124380446,0.0,#f9d002,Solar,True,2050.88,2050.88,2050.88,2050.88,3076.32
2030,PT1 0 solar,PT1 0,solar,1025.44,0.01,35602.07124380446,0.0,#f9d002,Solar,True,2050.88,2050.88,4101.76,4101.76,5127.200000000001
2040,PT1 0 solar,PT1 0,solar,1025.44,0.01,35602.07124380446,0.0,#f9d002,Solar,True,2050.88,2050.88,6152.64,6152.64,7178.08
2050,PT1 0 solar,PT1 0,solar,1025.44,0.01,35602.07124380446,0.0,#f9d002,Solar,True,2050.88,0.0,6152.64,8203.52,7178.08
