year,hour,35,35 new
2025,113,-2316.3768875783726,0.0
2025,114,-1918.149618804421,0.0
2025,115,-1857.3264562633174,0.0
2025,116,-2078.5346510176,0.0
2025,117,-2364.4369078480436,0.0
2025,118,-2675.5215940956364,0.0
2025,119,-3239.769041970116,0.0
2025,120,-3744.086956362345,0.0
2025,121,-4146.352284175092,0.0
2025,122,-4317.5350539082665,0.0
2025,123,-4474.156283629167,0.0
2025,124,-4547.906042227251,0.0
2025,125,-4597.225828833284,0.0
2025,126,-4580.567318272551,0.0
2025,127,-4697.562193906498,0.0
2025,128,-4415.118642474506,0.0
2025,129,-4794.574117140687,0.0
2025,130,-3718.2992821926077,0.0
2025,131,-1698.446500219347,0.0
2025,132,-1098.9778792300408,0.0
2025,133,-1933.6791015899692,0.0
2025,134,-4554.505004455552,0.0
2025,135,-4550.277082072748,0.0
2025,136,-4007.243035600407,0.0
2025,137,-2602.7073664160134,0.0
2025,138,-2149.6135858264597,0.0
2025,139,-2023.358607179543,0.0
2025,140,-2066.1329295326796,0.0
2025,141,-2265.0056059180556,0.0
2025,142,-2626.4749426403387,0.0
2025,143,-3168.369008245518,0.0
2025,144,-3672.1878331388602,0.0
2025,145,-4124.606200771777,0.0
2025,146,-4330.368166869464,0.0
2025,147,-4436.850755889827,0.0
2025,148,-4413.296270052362,0.0
2025,149,-4299.526410841105,0.0
2025,150,-3814.9227786626907,0.0
2025,151,-3212.339521555587,0.0
2025,152,-2435.2549596639774,0.0
2025,153,-2632.0416400080126,0.0
2025,154,-2713.385399337731,0.0
2025,155,-2612.536338523201,0.0
2025,156,-2927.6450957394923,0.0
2025,157,-2691.820829564974,0.0
2025,158,-2563.141878656969,0.0
2025,159,-2468.8914048723464,0.0
2025,160,-2048.2068149819597,0.0
2025,161,-1274.5061502253159,0.0
2025,162,-1100.4566741819908,0.0
2025,163,-1111.5863274170856,0.0
2025,164,-1364.428055281967,0.0
2025,165,-1764.757693831,0.0
2025,166,-2404.5416477050017,0.0
2025,167,-3206.241473802411,0.0
2025,168,-3798.9801166377597,0.0
2025,169,-4213.952671426131,0.0
2025,170,-4440.578810884749,0.0
2025,171,-4588.73865836377,0.0
2025,172,-4703.391523449876,0.0
2025,173,-4615.487638465043,0.0
2025,174,-4219.532380506121,0.0
2025,175,-3593.8302701890025,0.0
2025,176,-2886.728977428087,0.0
2025,177,-3421.029436112399,0.0
2025,178,-3484.687378631146,0.0
2025,179,-3538.5521498623666,0.0
2025,180,-3852.074274216327,0.0
2025,181,-3466.253088793005,0.0
2025,182,-3084.537084203945,0.0
2025,183,-2979.3773480232026,0.0
2025,184,-2690.3635384074814,0.0
2025,185,-2100.7400926252453,0.0
2025,186,-2037.599689533451,0.0
2025,187,-2166.8710321007097,0.0
2025,188,-2532.5619016509872,0.0
2025,189,-3138.31482598011,0.0
2025,190,-3673.25552194579,0.0
2025,191,-4765.6910170804385,0.0
2025,192,-5621.329571803355,0.0
2025,193,-6196.445273104607,0.0
2025,194,-6520.560028676326,0.0
2025,195,-6692.094766483642,0.0
2025,196,-6576.2453905148395,0.0
2025,197,-6353.6922637992575,0.0
2025,198,-5745.788271697693,0.0
2025,199,-4970.445289203902,0.0
2025,200,-4064.9348472962956,0.0
2025,201,-3954.686383626879,0.0
2025,202,-3614.15225791546,0.0
2025,203,-3603.982468563665,0.0
2025,204,-4190.527442665038,0.0
2025,205,-4115.605345750878,0.0
2025,206,-3954.700406357091,0.0
2025,207,-4043.7539433556594,0.0
2025,208,-4526.9849043658405,0.0
2025,209,-3932.5456130164,0.0
2025,210,-3485.945365959926,0.0
2025,211,-3379.6821990457374,0.0
2025,212,-3512.171758093177,0.0
2025,213,-3772.936314118288,0.0
2025,214,-4333.626162615575,0.0
2025,215,-4897.539671102165,0.0
2025,216,-5402.472052086336,0.0
2025,217,-3391.139909882095,0.0
2025,218,-2906.8758510571915,0.0
2025,219,-3255.239006233085,0.0
2025,220,-4301.310531454437,0.0
2025,221,-5039.54605920679,0.0
2025,222,-4378.019215500258,0.0
2025,223,-3522.5262498683987,0.0
2025,224,-2665.3559468874264,0.0
2025,225,-2697.2094997907893,0.0
2025,226,-2763.903981594267,0.0
2025,227,-2672.5662133357437,0.0
2025,228,-3064.148493816157,0.0
2025,229,-3003.2515931494177,0.0
2025,230,-2942.876245148255,0.0
2025,231,-2991.9712124628663,0.0
2025,232,-2624.0738008156777,0.0
2025,233,-1751.7760258788712,0.0
2025,234,-1543.1211483310772,0.0
2025,235,-1453.7143847190864,0.0
2025,236,-1652.3759169543632,0.0
2025,237,-1870.7918704914107,0.0
2025,238,-2460.5671277786837,0.0
2025,239,-3124.5216873754603,0.0
2025,240,-3624.358764731975,0.0
2025,241,-3977.014494894491,0.0
2025,242,-4208.6709353522765,0.0
2025,243,-4317.570285013433,0.0
2025,244,-4343.537674709147,0.0
2025,245,-4217.207163017219,0.0
2025,246,-3798.8325690386023,0.0
2025,247,-3118.9863999485783,0.0
2025,248,-2259.488470344844,0.0
2025,249,-2393.4907253220686,0.0
2025,250,-2568.6900772992913,0.0
2025,251,-2743.346939004262,0.0
2025,252,-3306.9244121630013,0.0
2025,253,-3227.756092873782,0.0
2025,254,-3073.8176539130745,0.0
2025,255,-3148.174725733951,0.0
2025,256,-2915.922593064492,0.0
2025,257,-2441.3099970812864,0.0
2025,258,-2513.672618597618,0.0
2025,259,-2682.305357674611,0.0
2025,260,-2842.798651990745,0.0
2025,261,-3046.0703326650046,0.0
2025,262,-3335.033867680174,0.0
2025,263,-4039.1612230272985,0.0
2025,264,-4630.001882016153,0.0
2025,265,-5013.5875681131865,0.0
2025,266,-5174.984595874608,0.0
2025,267,-5218.294367355824,0.0
2025,268,-5347.260924398395,0.0
2025,269,-5359.696385536794,0.0
2025,270,-5265.750675320172,0.0
2025,271,-5294.5271980027555,0.0
2025,272,-4914.533749290619,0.0
2025,273,-5144.44474488877,0.0
2025,274,-3271.286247978058,0.0
2025,275,2746.0570348609544,0.0
2025,276,2550.3835108702556,0.0
2025,277,1167.757946485906,0.0
2025,278,-603.248968588278,0.0
2025,279,-1559.4345509310083,0.0
2025,280,-1540.328778003356,0.0
2025,281,-4565.756308026725,0.0
2025,282,-7050.9759489605,0.0
2025,283,-7805.288169506718,0.0
2025,284,-8225.040628402961,0.0
2025,285,-7998.715761225974,0.0
2025,286,-4113.14795291613,0.0
2025,287,-1323.1041823731412,0.0
2025,288,-531.5421715897227,0.0
2025,289,-840.1663490731308,0.0
2025,290,-1085.5371261420246,0.0
2025,291,-1167.022085106939,0.0
2025,292,-1302.8162857928462,0.0
2025,293,-1195.370395187184,0.0
2025,294,-948.8370895385594,0.0
2025,295,-823.7297604892475,0.0
2025,296,-656.89171938003,0.0
2025,297,-574.1450793476236,0.0
2025,298,-28.847488582526434,0.0
2025,299,-2188.6563797667795,0.0
2025,300,-4748.911841127187,0.0
2025,301,-6307.42286986134,0.0
2025,302,-8127.172463590508,0.0
2025,303,-8203.621386311102,0.0
2025,304,-6928.750166516278,0.0
2025,305,-4842.838259050503,0.0
2025,306,-3850.488394421383,0.0
2025,307,-4962.026614048933,0.0
2025,308,-5123.270957741748,0.0
2025,309,-3839.613168803615,0.0
2025,310,-2132.8297371291515,0.0
2025,311,-2332.068088068194,0.0
2025,312,-2377.7208922539785,0.0
2025,313,-2446.150330628582,0.0
2025,314,-2091.1739192152877,0.0
2025,315,-1387.5970915029554,0.0
2025,316,-889.1663566137096,0.0
2025,317,-1971.3632613237423,0.0
2025,318,-7967.844630739772,0.0
2025,319,-7317.443351744544,0.0
2025,320,-5970.306416475276,0.0
2025,321,-2196.830169426148,0.0
2025,322,3172.8110016312257,0.0
2025,323,3006.4176723915607,0.0
2025,324,2212.2771419161413,0.0
2025,325,1891.0706333155301,0.0
2025,326,923.8211884408244,0.0
2025,327,-196.04418288591447,0.0
2025,328,-3870.210271956703,0.0
2025,329,-7182.462507985266,0.0
2025,330,-6507.9403790201895,0.0
2025,331,-5887.922213471673,0.0
2025,332,-5687.672432079059,0.0
2025,333,-5533.313445407956,0.0
2025,334,-5936.911723742463,0.0
2025,335,-4092.5832715108045,0.0
2025,336,-1553.0290164470152,0.0
2025,337,657.8911375563075,0.0
2025,338,619.9658911530092,0.0
2025,339,637.0144750547988,0.0
2025,340,942.9595013360097,0.0
2025,341,1487.8242725807997,0.0
2025,342,-1436.639518616943,0.0
2025,343,-3953.878309034113,0.0
2025,344,-1191.4955552176507,0.0
2025,345,3985.4701578658232,0.0
2025,346,4677.715577532793,0.0
2025,347,3462.6033780726116,0.0
2025,348,2082.4898586682943,0.0
2025,349,1726.8574678950877,0.0
2025,350,1660.1204201425503,0.0
2025,351,1681.4201412471346,0.0
2025,352,2050.725990234355,0.0
2025,353,-4817.397979958135,0.0
2025,354,-4001.471484899094,0.0
2025,355,-3383.1026175700313,0.0
2025,356,-3353.830822592148,0.0
2025,357,-3889.7167212066174,0.0
2025,358,-999.1842682826682,0.0
2025,359,2704.559491828237,0.0
2025,360,2876.501834866377,0.0
2025,361,2763.8854686756104,0.0
2025,362,2514.8282160942426,0.0
2025,363,1717.008956859447,0.0
2025,364,742.1487913855836,0.0
2025,365,-152.0886391523103,0.0
2025,366,-51.75052240602127,0.0
2025,367,253.52363620837187,0.0
2025,368,373.292629875397,0.0
2025,369,-263.7867366884927,0.0
2025,370,-1952.4869977341668,0.0
2025,371,-2466.346423978625,0.0
2025,372,-4732.970039304089,0.0
2025,373,-6453.309263246028,0.0
2025,374,-5966.598139484735,0.0
2025,375,-6300.963965067314,0.0
2025,376,-6591.9675976683075,0.0
2025,377,-5630.655655619648,0.0
2025,378,-4597.626481484317,0.0
2025,379,-3694.442946587157,0.0
2025,380,-2834.482876311421,0.0
2025,381,-2251.5143262960028,0.0
2025,382,-3038.0210144926396,0.0
2025,383,-3183.195229619648,0.0
2025,384,-2806.99310670552,0.0
2025,385,-2052.968578646432,0.0
2025,386,-1100.9240342390838,0.0
2025,387,-101.48643112761745,0.0
2025,388,584.2922521096363,0.0
2025,389,1161.7268498554058,0.0
2025,390,1010.7539950601549,0.0
2025,391,-5000.1949713885315,0.0
2025,392,-4373.454842001743,0.0
2025,393,-1005.1940044543026,0.0
2025,394,2626.4335177816465,0.0
2025,395,4353.035689597243,0.0
2025,396,3916.6235884775697,0.0
2025,397,3557.022408999166,0.0
2025,398,3018.616579181001,0.0
2025,399,2359.6920109504804,0.0
2025,400,-3663.136544935609,0.0
2025,401,-6393.734398556602,0.0
2025,402,-6856.133393426392,0.0
2025,403,-6978.523762964086,0.0
2025,404,-6468.371706276004,0.0
2025,405,-3696.917541179284,0.0
2025,406,821.4827822581065,0.0
2025,407,963.2490678107337,0.0
2025,408,-542.3496931450417,0.0
2025,409,-2466.0288314063255,0.0
2025,410,-4259.78932881897,0.0
2025,411,-4879.894991831074,0.0
2025,412,-5177.73474021278,0.0
2025,413,-5612.891850491859,0.0
2025,414,-5393.41580140596,0.0
2025,415,-4594.785974732724,0.0
2025,416,-3821.5828138945553,0.0
2025,417,-4251.740691734263,0.0
2025,418,-5310.010291816424,0.0
2025,419,-7095.540429501873,0.0
2025,420,-9344.6665385528,0.0
2025,421,-9383.340231534525,0.0
2025,422,-9973.901352977766,0.0
2025,423,-10287.223948481258,0.0
2025,424,-10608.92993193108,0.0
2025,425,-10297.750442488445,0.0
2025,426,-9716.798652258469,0.0
2025,427,-9956.59034991388,0.0
2025,428,-10359.562519545932,0.0
2025,429,-11043.760632059537,0.0
2025,430,-11749.125614306095,0.0
2025,431,-12961.889802630396,0.0
2025,432,-13781.885280149852,0.0
2025,433,-14407.667859243862,0.0
2025,434,-14724.40976450823,0.0
2025,435,-14949.941682650651,0.0
2025,436,-14978.216110647369,0.0
2025,437,-14776.885381585313,0.0
2025,438,-14137.015463264892,0.0
2025,439,-13656.505353446664,0.0
2025,440,-13266.33367345192,0.0
2025,441,-13344.662257071866,0.0
2025,442,-12764.31151945419,0.0
2025,443,-13095.036257296588,0.0
2025,444,-14263.641704471385,0.0
2025,445,-14795.622963153182,0.0
2025,446,-15059.48895148836,0.0
2025,447,-15059.48895148836,0.0
2025,448,-14742.380016361942,0.0
2025,449,-13767.934748439457,0.0
2025,450,-12833.457669612219,0.0
2025,451,-12279.67484469102,0.0
2025,452,-12275.06408564674,0.0
2025,453,-12108.7385761986,0.0
2025,454,-11832.690757618566,0.0
2025,455,-11227.258084975556,0.0
2025,456,-10852.065382269268,0.0
2025,457,-9681.987655334362,0.0
2025,458,-7972.070451977671,0.0
2025,459,-6725.069479625996,0.0
2025,460,-5924.543917404267,0.0
2025,461,-5073.997076673429,0.0
2025,462,-3578.8471293839452,0.0
2025,463,-2484.1699879499333,0.0
2025,464,-1338.4189249907333,0.0
2025,465,-491.24620860755755,0.0
2025,466,-746.6188011097988,0.0
2025,467,-988.1680150634302,0.0
2025,468,-2598.266789790276,0.0
2025,469,-5266.6682548598155,0.0
2025,470,-6162.502960180455,0.0
2025,471,-7168.954005475914,0.0
2025,472,-7494.116050762306,0.0
2025,473,-8254.921654506763,0.0
2025,474,-7646.7231826081625,0.0
2025,475,-7192.287847758992,0.0
2025,476,-7358.65772034016,0.0
2025,477,-7553.314088933077,0.0
2025,478,-7199.706592685008,0.0
2025,479,-7926.012360192788,0.0
2025,480,-8618.04557995838,0.0
2025,481,-8702.976011472492,0.0
2025,482,-8205.457253246268,0.0
2025,483,-7134.462171223612,0.0
2025,484,-6261.200948557648,0.0
2025,485,-5330.17638153578,0.0
2025,486,-4017.8861095906473,0.0
2025,487,-2382.3521915878546,0.0
2025,488,-338.88782220456415,0.0
2025,489,-3895.6879664551125,0.0
2025,490,561.0234877351481,0.0
2025,491,13.389024598912941,0.0
2025,492,255.34424237447294,0.0
2025,493,556.1772786496978,0.0
2025,494,838.2704248215564,0.0
2025,495,841.9723824143567,0.0
2025,496,1405.8870635175213,0.0
2025,497,-6011.796291127146,0.0
2025,498,-5325.636659072193,0.0
2025,499,-5103.213926412701,0.0
2025,500,-5368.771631223952,0.0
2025,501,-6188.960706140049,0.0
2025,502,-5912.16071715782,0.0
2025,503,-3180.3207529382908,0.0
2025,504,-3371.789034155642,0.0
2025,505,-4787.5565635954845,0.0
2025,506,-6131.267910717023,0.0
2025,507,-7106.366595569773,0.0
2025,508,-7747.117545223543,0.0
2025,509,-8178.853024795191,0.0
2025,510,-8346.52367479366,0.0
2025,511,-8086.352419575288,0.0
2025,512,-8147.051748959083,0.0
2025,513,-8970.865603509981,0.0
2025,514,-8782.139810751714,0.0
2025,515,-7675.380034439447,0.0
2025,516,-8208.22968072911,0.0
2025,517,-8594.208259824396,0.0
2025,518,-9645.355860528958,0.0
2025,519,-10219.196055677652,0.0
2025,520,-10299.057786416348,0.0
2025,521,-10645.148695823558,0.0
2025,522,-9548.90170681679,0.0
2025,523,-9116.938731095679,0.0
2025,524,-9189.552677164906,0.0
2025,525,-9415.669292087232,0.0
2025,526,-10308.013434590426,0.0
2025,527,-11078.532746307763,0.0
2025,528,-11372.612920167328,0.0
2025,529,-10742.613215916082,0.0
2025,530,-9595.404598076326,0.0
2025,531,-7920.893851156829,0.0
2025,532,-6011.826056565849,0.0
2025,533,-4135.793647117361,0.0
2025,534,-2159.195903986125,0.0
2025,535,-607.1248322331917,0.0
2025,536,813.7565634817831,0.0
2025,537,1191.8281488855755,0.0
2025,538,1820.739284332289,0.0
2025,539,1466.149267803676,0.0
2025,540,97.44181960715224,0.0
2025,541,-741.324585357839,0.0
2025,542,-1996.077701331307,0.0
2025,543,-2413.1766513976645,0.0
2025,544,-2921.4593382173202,0.0
2025,545,-2881.2630155705046,0.0
2025,546,-3295.4701263158845,0.0
2025,547,-4383.492663737199,0.0
2025,548,-5449.928185420982,0.0
2025,549,-6438.089082157633,0.0
2025,550,-8113.126891340471,0.0
2025,551,-9130.472799348257,0.0
2025,552,-9986.304587379163,0.0
2025,553,-10107.040597607838,0.0
2025,554,-9982.088788991,0.0
2025,555,-9581.635731953425,0.0
2025,556,-8739.246967718253,0.0
2025,557,-8041.615670115805,0.0
2025,558,-6892.401447853425,0.0
2025,559,-4205.8117030441945,0.0
2025,560,-1074.7949374255352,0.0
2025,561,328.019239122965,0.0
2025,562,1194.2223823928518,0.0
2025,563,1123.6744805630094,0.0
2025,564,935.582465970995,0.0
2025,565,829.3743447833057,0.0
2025,566,490.03259702361186,0.0
2025,567,103.89932059191366,0.0
2025,568,510.02855155620637,0.0
2025,569,-3976.573539952773,0.0
2025,570,-6316.282380859494,0.0
2025,571,-6000.870367122529,0.0
2025,572,-5719.034775438297,0.0
2025,573,-5675.115781203591,0.0
2025,574,-5540.248619428033,0.0
2025,575,-5410.951412699924,0.0
2025,576,1722.3315142102174,0.0
2025,577,-5361.1259874614025,0.0
2025,578,-5241.170946229222,0.0
2025,579,-5217.151804520874,0.0
2025,580,-6674.722452358208,0.0
2025,581,-10632.06232761542,0.0
2025,582,-12855.369629649831,0.0
2025,583,-11902.350682288117,0.0
2025,584,-10888.11597216766,0.0
2025,585,-10821.533284933776,0.0
2025,586,-10392.899440981182,0.0
2025,587,-10600.203464354818,0.0
2025,588,-11364.90973448462,0.0
2025,589,-11317.774627864273,0.0
2025,590,-11839.781896671377,0.0
2025,591,-10848.622370946916,0.0
2025,592,-10218.895688411129,0.0
2025,593,-8763.502312263678,0.0
2025,594,-7656.2001188279855,0.0
2025,595,-7408.530967492374,0.0
2025,596,-7310.982438265205,0.0
2025,597,-6984.127309260441,0.0
2025,598,-7375.31585382279,0.0
2025,599,-7075.610690769288,0.0
2025,600,-2902.0730334013333,0.0
2025,601,-1668.5710973980003,0.0
2025,602,-2413.685259271158,0.0
2025,603,-1573.8653269943431,0.0
2025,604,-476.35240072225605,0.0
2025,605,493.4506621938878,0.0
2025,606,1179.885236852044,0.0
2025,607,1662.9551757962736,0.0
2025,608,2339.673843924475,0.0
2025,609,2356.636360247018,0.0
2025,610,2534.2529405580117,0.0
2025,611,2588.1209484045644,0.0
2025,612,2324.797728580604,0.0
2025,613,1988.3373188737628,0.0
2025,614,2234.074261561207,0.0
2025,615,2817.846925993862,0.0
2025,616,-1301.6974988686507,0.0
2025,617,-4543.0926803805505,0.0
2025,618,-4455.409855027939,0.0
2025,619,-4579.620036950627,0.0
2025,620,-4617.440157958679,0.0
2025,621,-4574.398253958812,0.0
2025,622,-4662.5836855295975,0.0
2025,623,-5086.590035248864,0.0
2025,624,-5737.182339279948,0.0
2025,625,-4896.495838669067,0.0
2025,626,-3638.090123154274,0.0
2025,627,-2625.7923200708883,0.0
2025,628,-2602.8131845772077,0.0
2025,629,-2452.006538073365,0.0
2025,630,-2857.5067027772566,0.0
2025,631,-2746.4738975166365,0.0
2025,632,-3211.2153176840748,0.0
2025,633,-3349.620163234509,0.0
2025,634,-6779.290590334423,0.0
2025,635,-4921.424022765353,0.0
2025,636,-3170.6782136206275,0.0
2025,637,-4606.658212586557,0.0
2025,638,-6377.689872811779,0.0
2025,639,-7720.12032925496,0.0
2025,640,-8686.937483991438,0.0
2025,641,-8173.381594768838,0.0
2025,642,-6160.701921486817,0.0
2025,643,-4146.093293482221,0.0
2025,644,-1936.9112632243532,0.0
2025,645,-216.4205344127205,0.0
2025,646,-363.3850171808423,0.0
2025,647,291.32750657500367,0.0
2025,648,849.9443705534023,0.0
2025,649,1233.0556019543453,0.0
2025,650,1427.1526930831233,0.0
2025,651,1717.4607613865664,0.0
2025,652,2076.1314973548515,0.0
2025,653,2373.783343585643,0.0
2025,654,-1689.75099477613,0.0
2025,655,-4789.257504756787,0.0
2025,656,-3855.0693525531465,0.0
2025,657,1027.9034147052935,0.0
2025,658,3924.3544147469365,0.0
2025,659,3997.0879975733556,0.0
2025,660,3198.966560062347,0.0
2025,661,2960.8791865031153,0.0
2025,662,3094.8621094235245,0.0
2025,663,-181.6242667421575,0.0
2025,664,-4828.02722985626,0.0
2025,665,-3894.4837905922122,0.0
2025,666,-3065.95424246286,0.0
2025,667,-3031.138380309386,0.0
2025,668,-3186.5768454501854,0.0
2025,669,-3559.3165174596497,0.0
2025,670,-4176.380118737577,0.0
2025,671,-4890.902914051191,0.0
2025,672,-5519.434571830117,0.0
2025,673,-5909.367399062514,0.0
2025,674,-6174.306417049439,0.0
2025,675,-6348.521991663562,0.0
2025,676,-6369.669384457349,0.0
2025,677,-6271.257420113355,0.0
2025,678,-5716.005642929383,0.0
2025,679,-5067.191315593373,0.0
2025,680,-4353.963112305584,0.0
2025,681,-4958.056976425637,0.0
2025,682,-4867.826796221671,0.0
2025,683,938.8573922142023,0.0
2025,684,84.5660198285832,0.0
2025,685,628.3399178903574,0.0
2025,686,-2140.586897218216,0.0
2025,687,-5107.272457757527,0.0
2025,688,-4613.035195528568,0.0
2025,689,-3734.1662130989484,0.0
2025,690,-2895.9425651361375,0.0
2025,691,-2907.640569187032,0.0
2025,692,-3259.0025882917407,0.0
2025,693,-3673.9508059096042,0.0
2025,694,-4269.278914326565,0.0
2025,695,-4938.436005515038,0.0
2025,696,-5376.872692354391,0.0
2025,697,-5775.478488386571,0.0
2025,698,-5941.309364502821,0.0
2025,699,-6048.471977900478,0.0
2025,700,-6068.833997546667,0.0
2025,701,-6022.314364763931,0.0
2025,702,-5630.710718368138,0.0
2025,703,-4991.3919265286195,0.0
2025,704,-4370.582473163003,0.0
2025,705,-4754.013937849696,0.0
2025,706,-2353.7115920570686,0.0
2025,707,8.993716513152322,0.0
2025,708,1471.401978351394,0.0
2025,709,1014.7381585835801,0.0
2025,710,-2751.7373755702565,0.0
2025,711,-4795.1277485259725,0.0
2025,712,-4286.227534052527,0.0
2025,713,-3510.8081833938745,0.0
2025,714,-2656.8447804207317,0.0
2025,715,-2528.0423727622874,0.0
2025,716,-2771.8288853861063,0.0
2025,717,-3060.7749324451866,0.0
2025,718,-3665.188848004539,0.0
2025,719,-4370.091460311481,0.0
2025,720,-4832.897340925075,0.0
2025,721,-5196.771051683055,0.0
2025,722,-5324.301264097337,0.0
2025,723,-5343.53715567713,0.0
2025,724,-5334.022194060136,0.0
2025,725,-5306.140725159766,0.0
2025,726,-4914.981874168175,0.0
2025,727,-4289.917691149628,0.0
2025,728,-3700.6165146748885,0.0
2025,729,-4189.0191137094935,0.0
2025,730,-4372.89746800281,0.0
2025,731,-4506.076917583256,0.0
2025,732,-2234.9015494297723,0.0
2025,733,-1219.0414797092799,0.0
2025,734,-3207.4828617999638,0.0
2025,735,-4568.167938545674,0.0
2025,736,-4117.080585159301,0.0
2025,737,-3261.809337631796,0.0
2025,738,-2461.8283293796026,0.0
2025,739,-2491.8672697052575,0.0
2025,740,-2710.3603448717936,0.0
2025,741,-3041.999455615548,0.0
2025,742,-3593.948017002874,0.0
2025,743,-4516.460841468716,0.0
2025,744,-4951.24045720121,0.0
2025,745,-5267.627985575984,0.0
2025,746,-5414.84160181141,0.0
2025,747,-5452.616559797483,0.0
2025,748,-5459.062351061162,0.0
2025,749,-5450.841501193308,0.0
2025,750,-5092.802717835675,0.0
2025,751,-4639.2958003941585,0.0
2025,752,-4033.519174188292,0.0
2025,753,934.8907038110483,0.0
2025,754,2415.6192994327757,0.0
2025,755,3361.0047284126354,0.0
2025,756,1912.2515641827258,0.0
2025,757,494.56249725558683,0.0
2025,758,-807.1733604603686,0.0
2025,759,-2072.0211601953397,0.0
2025,760,-2982.988477238266,0.0
2025,761,-3063.1145925285277,0.0
2025,762,-3799.156522755923,0.0
2025,763,-4879.320956952707,0.0
2025,764,-5704.797396294744,0.0
2025,765,-6318.421926669011,0.0
2025,766,-8505.83876655936,0.0
2025,767,-8847.990890089108,0.0
2025,768,-8800.795961423859,0.0
2025,769,-8227.287791540297,0.0
