bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
ES1 1,coal,485.8,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,971.6,0.0,0.0,3886.4,485.8
ES1 1,offwind-ac,659.9845062885394,0.015,183497.1992599912,0.0,#6895dd,Offshore Wind (AC),True,1319.9690125770787,0.0,0.0,1319.9690125770787,659.9845062885394
ES1 1,offwind-ac,659.9845062885394,0.015,183497.1992599912,0.0,#6895dd,Offshore Wind (AC),True,1319.9690125770787,0.0,0.0,2639.9380251541575,659.9845062885394
ES1 1,offwind-ac,659.9845062885394,0.015,183497.1992599912,0.0,#6895dd,Offshore Wind (AC),True,1319.9690125770787,0.0,0.0,3959.9070377312364,659.9845062885394
ES1 1,offwind-ac,659.9845062885394,0.015,183497.1992599912,0.0,#6895dd,Offshore Wind (AC),True,1319.9690125770787,0.0,0.0,5279.876050308315,659.9845062885394
ES1 1,onwind,2987.5795088563195,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5975.159017712639,5975.159017712639,5975.159017712639,5975.159017712639,8962.738526568959
ES1 1,onwind,2987.5795088563195,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5975.159017712639,0.0,5975.159017712639,11950.318035425278,8962.738526568959
ES1 1,onwind,2987.5795088563195,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5975.159017712639,0.0,5975.159017712639,17925.477053137918,8962.738526568959
ES1 1,onwind,2987.5795088563195,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5975.159017712639,0.0,5975.159017712639,23900.636070850556,8962.738526568959
ES1 1,solar,997.6419807812828,0.01,35602.07124380445,0.0,#f9d002,Solar,True,1995.2839615625655,1995.2839615625653,1995.2839615625653,1995.2839615625655,2992.925942343848
ES1 1,solar,997.6419807812828,0.01,35602.07124380445,0.0,#f9d002,Solar,True,1995.2839615625655,1995.2839615625653,3990.5679231251306,3990.567923125131,4988.209903906413
ES1 1,solar,997.6419807812828,0.01,35602.07124380445,0.0,#f9d002,Solar,True,1995.2839615625655,0.0,3990.5679231251306,5985.851884687697,4988.209903906413
ES1 1,solar,997.6419807812828,0.01,35602.07124380445,0.0,#f9d002,Solar,True,1995.2839615625655,0.0,3990.5679231251306,7981.135846250262,4988.209903906413
ES1 2,CCGT,3366.52,40.77318029124356,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6733.04,0.0,0.0,6733.04,3366.52
ES1 2,CCGT,3366.52,40.77318029124356,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6733.04,0.0,0.0,13466.08,3366.52
ES1 2,CCGT,3366.52,40.77318029124356,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6733.04,0.0,0.0,20199.12,3366.52
ES1 2,CCGT,3366.52,40.77318029124356,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,6733.04,0.0,0.0,26932.16,3366.52
ES1 2,coal,1120.7,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,2241.4,0.0,0.0,2241.4,1120.7
ES1 2,coal,1120.7,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,2241.4,0.0,0.0,4482.8,1120.7
ES1 2,coal,1120.7,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,2241.4,0.0,0.0,6724.200000000001,1120.7
ES1 2,coal,1120.7,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,2241.4,0.0,0.0,8965.6,1120.7
ES1 2,offwind-ac,81.41812234896094,0.015,185460.8393300557,0.0,#6895dd,Offshore Wind (AC),True,162.83624469792187,0.0,0.0,162.83624469792187,81.41812234896094
ES1 2,offwind-ac,81.41812234896094,0.015,185460.8393300557,0.0,#6895dd,Offshore Wind (AC),True,162.83624469792187,0.0,0.0,325.67248939584374,81.41812234896094
ES1 2,offwind-ac,81.41812234896094,0.015,185460.8393300557,0.0,#6895dd,Offshore Wind (AC),True,162.83624469792187,0.0,0.0,488.5087340937656,81.41812234896094
ES1 2,offwind-ac,81.41812234896094,0.015,185460.8393300557,0.0,#6895dd,Offshore Wind (AC),True,162.83624469792187,0.0,0.0,651.3449787916875,81.41812234896094
ES1 2,onwind,4177.98243145088,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,8355.96486290176,8355.96486290176,8355.96486290176,8355.96486290176,12533.947294352638
ES1 2,onwind,4177.98243145088,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,8355.96486290176,8355.96486290176,16711.92972580352,16711.92972580352,20889.9121572544
ES1 2,onwind,4177.98243145088,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,8355.96486290176,0.0,16711.92972580352,25067.894588705276,20889.9121572544
ES1 2,onwind,4177.98243145088,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,8355.96486290176,0.0,16711.92972580352,33423.85945160704,20889.9121572544
ES1 2,ror,36.65,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,73.3,0.0,0.0,73.3,36.65
ES1 2,ror,36.65,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,73.3,0.0,0.0,146.6,36.65
ES1 2,ror,36.65,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,73.3,0.0,0.0,219.89999999999998,36.65
ES1 2,ror,36.65,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,73.3,0.0,0.0,293.2,36.65
ES1 2,solar,1258.4329093785896,0.01,35602.07124380445,0.0,#f9d002,Solar,True,2516.865818757179,2516.865818757179,2516.865818757179,2516.865818757179,3775.2987281357687
ES1 2,solar,1258.4329093785896,0.01,35602.07124380445,0.0,#f9d002,Solar,True,2516.865818757179,2516.865818757179,5033.731637514358,5033.731637514358,6292.164546892947
ES1 2,solar,1258.4329093785896,0.01,35602.07124380445,0.0,#f9d002,Solar,True,2516.865818757179,0.0,5033.731637514358,7550.597456271537,6292.164546892947
ES1 2,solar,1258.4329093785896,0.01,35602.07124380445,0.0,#f9d002,Solar,True,2516.865818757179,0.0,5033.731637514358,10067.463275028716,6292.164546892947
ES1 3,CCGT,6225.0,41.0392498565482,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,12450.0,0.0,0.0,12450.0,6225.0
ES1 3,CCGT,6225.0,41.0392498565482,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,12450.0,0.0,0.0,24900.0,6225.0
ES1 3,CCGT,6225.0,41.0392498565482,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,12450.0,0.0,0.0,37350.0,6225.0
ES1 3,CCGT,6225.0,41.0392498565482,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,12450.0,0.0,0.0,49800.0,6225.0
ES1 3,coal,543.0208674157096,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,1086.0417348314193,0.0,0.0,1086.0417348314193,543.0208674157096
ES1 3,coal,543.0208674157096,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,1086.0417348314193,0.0,0.0,2172.0834696628385,543.0208674157096
ES1 3,coal,543.0208674157096,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,1086.0417348314193,0.0,0.0,3258.1252044942576,543.0208674157096
ES1 3,coal,543.0208674157096,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,1086.0417348314193,0.0,0.0,4344.166939325677,543.0208674157096
ES1 3,offwind-ac,3813.550615754752,0.015,184588.3619562837,0.0,#6895dd,Offshore Wind (AC),True,7627.101231509504,1966.374433711835,1966.374433711835,7627.101231509504,5779.925049466587
ES1 3,offwind-ac,3813.550615754752,0.015,184588.3619562837,0.0,#6895dd,Offshore Wind (AC),True,7627.101231509504,0.0,1966.374433711835,15254.202463019008,5779.925049466587
ES1 3,offwind-ac,3813.550615754752,0.015,184588.3619562837,0.0,#6895dd,Offshore Wind (AC),True,7627.101231509504,0.0,1966.374433711835,22881.303694528513,5779.925049466587
ES1 3,offwind-ac,3813.550615754752,0.015,184588.3619562837,0.0,#6895dd,Offshore Wind (AC),True,7627.101231509504,0.0,1966.374433711835,30508.404926038016,5779.925049466587
ES1 3,onwind,3188.486869328991,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,6376.973738657982,0.0,0.0,6376.973738657982,3188.486869328991
ES1 3,onwind,3188.486869328991,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,6376.973738657982,0.0,0.0,12753.947477315964,3188.486869328991
ES1 3,onwind,3188.486869328991,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,6376.973738657982,0.0,0.0,19130.921215973947,3188.486869328991
ES1 3,onwind,3188.486869328991,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,6376.973738657982,0.0,0.0,25507.894954631927,3188.486869328991
ES1 3,solar,2215.1920363579256,0.01,35602.07124380445,0.0,#f9d002,Solar,True,4430.384072715851,4430.384072715851,4430.384072715851,4430.384072715851,6645.576109073777
ES1 3,solar,2215.1920363579256,0.01,35602.07124380445,0.0,#f9d002,Solar,True,4430.384072715851,4430.384072715851,8860.768145431703,8860.768145431703,11075.96018178963
ES1 3,solar,2215.1920363579256,0.01,35602.07124380445,0.0,#f9d002,Solar,True,4430.384072715851,0.0,8860.768145431703,13291.152218147554,11075.96018178963
ES1 3,solar,2215.1920363579256,0.01,35602.07124380445,0.0,#f9d002,Solar,True,4430.384072715851,0.0,8860.768145431703,17721.536290863405,11075.96018178963
ES1 4,CCGT,1879.58,38.796220772198495,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3759.16,0.0,0.0,3759.16,1879.58
ES1 4,CCGT,1879.58,38.796220772198495,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3759.16,0.0,0.0,7518.32,1879.58
ES1 4,CCGT,1879.58,38.796220772198495,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3759.16,0.0,0.0,11277.48,1879.58
ES1 4,CCGT,1879.58,38.796220772198495,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3759.16,0.0,0.0,15036.64,1879.58
ES1 4,coal,1521.347682661484,28.1969696969697,349976.5536298572,0.34,#707070,Coal,True,3042.695365322968,0.0,0.0,3042.695365322968,1521.347682661484
ES1 4,coal,1521.347682661484,28.1969696969697,349976.5536298572,0.34,#707070,Coal,True,3042.695365322968,0.0,0.0,6085.390730645936,1521.347682661484
ES1 4,coal,1521.347682661484,28.1969696969697,349976.5536298572,0.34,#707070,Coal,True,3042.695365322968,0.0,0.0,9128.086095968903,1521.347682661484
ES1 4,coal,1521.347682661484,28.1969696969697,349976.5536298572,0.34,#707070,Coal,True,3042.695365322968,0.0,0.0,12170.781461291872,1521.347682661484
ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,3638.1836979588743,3638.1836979588734,3638.1836979588734,3638.1836979588743,5457.27554693831
ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,3638.1836979588743,3638.1836979588734,7276.367395917747,7276.367395917749,9095.459244897183
ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,3638.1836979588743,0.0,7276.367395917747,10914.551093876624,9095.459244897183
ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,3638.1836979588743,0.0,7276.367395917747,14552.734791835497,9095.459244897183
ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7666.034391617716,7666.034391617716,7666.034391617716,7666.034391617716,11499.051587426575
ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7666.034391617716,7666.034391617716,15332.068783235432,15332.068783235432,19165.085979044292
ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7666.034391617716,7666.034391617716,22998.10317485315,22998.10317485315,26831.120370662007
ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7666.034391617716,0.0,22998.10317485315,30664.137566470865,26831.120370662007
ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1288.442088498516,1288.442088498516,1288.442088498516,1288.442088498516,1932.663132747774
ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1288.442088498516,1288.442088498516,2576.884176997032,2576.884176997032,3221.1052212462896
ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1288.442088498516,0.0,2576.884176997032,3865.326265495548,3221.1052212462896
ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1288.442088498516,0.0,2576.884176997032,5153.768353994064,3221.1052212462896
ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1195.0,0.0,0.0,1195.0,597.5
ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1195.0,0.0,0.0,2390.0,597.5
ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1195.0,0.0,0.0,3585.0,597.5
ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1195.0,0.0,0.0,4780.0,597.5
ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,8300.907977570048,0.0,0.0,8300.907977570048,4150.453988785024
ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,8300.907977570048,0.0,0.0,16601.815955140097,4150.453988785024
ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,8300.907977570048,0.0,0.0,24902.723932710145,4150.453988785024
ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,8300.907977570048,0.0,0.0,33203.63191028019,4150.453988785024
ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,4541.967873073651,4541.967873073651,4541.967873073651,4541.967873073651,6812.951809610477
ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,4541.967873073651,4541.967873073651,9083.935746147303,9083.935746147303,11354.919682684129
ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,4541.967873073651,3791.67517874292,12875.610924890223,13625.903619220953,15146.59486142705
ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,4541.967873073651,0.0,12875.610924890223,18167.871492294606,15146.59486142705
ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7473.028,0.0,0.0,7473.028,3736.514
ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7473.028,0.0,0.0,14946.056,3736.514
ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7473.028,0.0,0.0,22419.084000000003,3736.514
ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7473.028,0.0,0.0,29892.112,3736.514
ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,3986.013711699032,0.0,0.0,3986.013711699032,1993.006855849516
ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,3986.013711699032,0.0,0.0,7972.027423398064,1993.006855849516
ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,3986.013711699032,0.0,0.0,11958.041135097095,1993.006855849516
ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,3986.013711699032,0.0,0.0,15944.054846796127,1993.006855849516
ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5238.9548339188705,1315.9314149797303,1315.9314149797303,5238.9548339188705,3935.408831939166
ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5238.9548339188705,0.0,1315.9314149797303,10477.909667837741,3935.408831939166
ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5238.9548339188705,0.0,1315.9314149797303,15716.864501756612,3935.408831939166
ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,5238.9548339188705,0.0,1315.9314149797303,20955.819335675482,3935.408831939166
ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,2019.0010666100911,2019.0010666100911,2019.0010666100911,2019.0010666100911,3028.5015999151365
ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,2019.0010666100911,2019.0010666100911,4038.0021332201823,4038.0021332201823,5047.502666525228
ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,2019.0010666100911,0.0,4038.0021332201823,6057.003199830273,5047.502666525228
ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,2019.0010666100911,0.0,4038.0021332201823,8076.0042664403645,5047.502666525228
ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,92.0,0.0,0.0,92.0,46.0
ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,92.0,0.0,0.0,184.0,46.0
ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,92.0,0.0,0.0,276.0,46.0
ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,92.0,0.0,0.0,368.0,46.0
ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7277.895520836552,0.0,0.0,7277.895520836552,3638.947760418276
ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7277.895520836552,0.0,0.0,14555.791041673105,3638.947760418276
ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7277.895520836552,0.0,0.0,21833.686562509658,3638.947760418276
ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,7277.895520836552,0.0,0.0,29111.58208334621,3638.947760418276
ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,3302.227232972587,3302.227232972587,3302.227232972587,3302.227232972587,4953.34084945888
ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,3302.227232972587,3302.227232972587,6604.454465945174,6604.454465945174,8255.568082431468
ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,3302.227232972587,0.0,6604.454465945174,9906.68169891776,8255.568082431468
ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,3302.227232972587,0.0,6604.454465945174,13208.908931890348,8255.568082431468
ES1 8,CCGT,3926.6,38.85517241379312,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7853.2,0.0,0.0,7853.2,3926.6
ES1 8,CCGT,3926.6,38.85517241379312,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7853.2,0.0,0.0,15706.4,3926.6
ES1 8,CCGT,3926.6,38.85517241379312,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7853.2,0.0,0.0,23559.6,3926.6
ES1 8,CCGT,3926.6,38.85517241379312,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,7853.2,0.0,0.0,31412.8,3926.6
ES1 8,offwind-ac,694.826477714733,0.015,184159.4580148566,0.0,#6895dd,Offshore Wind (AC),True,1389.652955429466,0.0,0.0,1389.652955429466,694.826477714733
ES1 8,offwind-ac,694.826477714733,0.015,184159.4580148566,0.0,#6895dd,Offshore Wind (AC),True,1389.652955429466,0.0,0.0,2779.305910858932,694.826477714733
ES1 8,offwind-ac,694.826477714733,0.015,184159.4580148566,0.0,#6895dd,Offshore Wind (AC),True,1389.652955429466,0.0,0.0,4168.958866288398,694.826477714733
ES1 8,offwind-ac,694.826477714733,0.015,184159.4580148566,0.0,#6895dd,Offshore Wind (AC),True,1389.652955429466,0.0,0.0,5558.611821717864,694.826477714733
ES1 8,onwind,742.1419460642877,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,1484.2838921285754,0.0,0.0,1484.2838921285754,742.1419460642877
ES1 8,onwind,742.1419460642877,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,1484.2838921285754,0.0,0.0,2968.567784257151,742.1419460642877
ES1 8,onwind,742.1419460642877,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,1484.2838921285754,0.0,0.0,4452.851676385726,742.1419460642877
ES1 8,onwind,742.1419460642877,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,1484.2838921285754,0.0,0.0,5937.135568514302,742.1419460642877
ES1 8,ror,110.3582475,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,220.716495,0.0,0.0,220.716495,110.3582475
ES1 8,ror,110.3582475,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,220.716495,0.0,0.0,441.43299,110.3582475
ES1 8,ror,110.3582475,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,220.716495,0.0,0.0,662.149485,110.3582475
ES1 8,ror,110.3582475,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,220.716495,0.0,0.0,882.86598,110.3582475
ES1 8,solar,531.2068256319207,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1062.4136512638413,1062.4136512638413,1062.4136512638413,1062.4136512638413,1593.6204768957618
ES1 8,solar,531.2068256319207,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1062.4136512638413,1062.4136512638413,2124.8273025276826,2124.8273025276826,2656.0341281596034
ES1 8,solar,531.2068256319207,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1062.4136512638413,0.0,2124.8273025276826,3187.2409537915237,2656.0341281596034
ES1 8,solar,531.2068256319207,0.01,35602.07124380444,0.0,#f9d002,Solar,True,1062.4136512638413,0.0,2124.8273025276826,4249.654605055365,2656.0341281596034
PT1 0,CCGT,1141.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2282.0,0.0,0.0,2282.0,1141.0
PT1 0,CCGT,1141.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2282.0,0.0,0.0,4564.0,1141.0
PT1 0,CCGT,1141.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2282.0,0.0,0.0,6846.0,1141.0
PT1 0,CCGT,1141.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,2282.0,0.0,0.0,9128.0,1141.0
