year,generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2025,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99027.72929315246,0.2,#b20101,Combined-Cycle Gas,True,1551.159,0.0,0.0,1551.159,3102.318
2030,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99017.72929315246,0.2,#b20101,Combined-Cycle Gas,True,1551.159,0.0,0.0,3102.318,3102.318
2040,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,99007.72929315246,0.2,#b20101,Combined-Cycle Gas,True,1551.159,0.0,0.0,4653.477000000001,3102.318
2050,ES1 1 CCGT,ES1 1,CCGT,3102.318,38.85517241379311,98997.72929315246,0.2,#b20101,Combined-Cycle Gas,True,1551.159,0.0,0.0,6204.636,3102.318
2025,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,242.9,0.0,0.0,242.9,485.8
2030,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349966.5536298572,0.34,#707070,Coal,True,242.9,0.0,0.0,485.8,485.8
2040,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349956.5536298572,0.34,#707070,Coal,True,242.9,0.0,0.0,728.7,485.8
2050,ES1 1 coal,ES1 1,coal,485.8,28.196969696969692,349946.5536298572,0.34,#707070,Coal,True,242.9,0.0,0.0,971.6,485.8
2025,ES1 1 offwind-ac,ES1 1,offwind-ac,659.9845062885394,0.015,183497.1992599912,0.0,#6895dd,Offshore Wind (AC),True,329.9922531442697,329.9922531442697,329.9922531442697,329.9922531442697,989.9767594328091
2030,ES1 1 offwind-ac,ES1 1,offwind-ac,659.9845062885394,0.015,183487.1992599912,0.0,#6895dd,Offshore Wind (AC),True,329.9922531442697,329.9922531442697,659.9845062885394,659.9845062885394,1319.9690125770787
2040,ES1 1 offwind-ac,ES1 1,offwind-ac,659.9845062885394,0.015,183477.1992599912,0.0,#6895dd,Offshore Wind (AC),True,329.9922531442697,0.0,659.9845062885394,989.9767594328091,1319.9690125770787
2050,ES1 1 offwind-ac,ES1 1,offwind-ac,659.9845062885394,0.015,183467.1992599912,0.0,#6895dd,Offshore Wind (AC),True,329.9922531442697,0.0,659.9845062885394,1319.9690125770787,1319.9690125770787
2025,ES1 1 onwind,ES1 1,onwind,2987.5795088563195,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,1493.7897544281598,1493.7897544281598,1493.7897544281598,1493.7897544281598,4481.3692632844795
2030,ES1 1 onwind,ES1 1,onwind,2987.5795088563195,0.015,96075.88801996633,0.0,#235ebc,Onshore Wind,True,1493.7897544281598,1493.7897544281598,2987.5795088563195,2987.5795088563195,5975.159017712639
2040,ES1 1 onwind,ES1 1,onwind,2987.5795088563195,0.015,96065.88801996633,0.0,#235ebc,Onshore Wind,True,1493.7897544281598,1493.7897544281598,4481.3692632844795,4481.3692632844795,7468.948772140799
2050,ES1 1 onwind,ES1 1,onwind,2987.5795088563195,0.015,96055.88801996633,0.0,#235ebc,Onshore Wind,True,1493.7897544281598,0.0,4481.3692632844795,5975.159017712639,7468.948772140799
2025,ES1 1 solar,ES1 1,solar,997.6419807812828,0.01,35602.07124380445,0.0,#f9d002,Solar,True,498.8209903906414,498.8209903906414,498.8209903906414,498.8209903906414,1496.4629711719242
2030,ES1 1 solar,ES1 1,solar,997.6419807812828,0.01,35592.07124380445,0.0,#f9d002,Solar,True,498.8209903906414,498.8209903906414,997.6419807812828,997.6419807812828,1995.2839615625655
2040,ES1 1 solar,ES1 1,solar,997.6419807812828,0.01,35582.07124380445,0.0,#f9d002,Solar,True,498.8209903906414,498.8209903906414,1496.4629711719242,1496.4629711719242,2494.104951953207
2050,ES1 1 solar,ES1 1,solar,997.6419807812828,0.01,35572.07124380445,0.0,#f9d002,Solar,True,498.8209903906414,498.8209903906414,1995.2839615625655,1995.2839615625655,2992.9259423438484
2025,ES1 2 CCGT,ES1 2,CCGT,3366.52,40.77318029124356,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1683.26,0.0,0.0,1683.26,3366.52
2030,ES1 2 CCGT,ES1 2,CCGT,3366.52,40.77318029124356,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1683.26,0.0,0.0,3366.52,3366.52
2040,ES1 2 CCGT,ES1 2,CCGT,3366.52,40.77318029124356,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1683.26,0.0,0.0,5049.78,3366.52
2050,ES1 2 CCGT,ES1 2,CCGT,3366.52,40.77318029124356,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1683.26,0.0,0.0,6733.04,3366.52
2025,ES1 2 coal,ES1 2,coal,1120.7,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,560.35,0.0,0.0,560.35,1120.7
2030,ES1 2 coal,ES1 2,coal,1120.7,28.196969696969692,349966.5536298572,0.34,#707070,Coal,True,560.35,0.0,0.0,1120.7,1120.7
2040,ES1 2 coal,ES1 2,coal,1120.7,28.196969696969692,349956.5536298572,0.34,#707070,Coal,True,560.35,0.0,0.0,1681.0500000000002,1120.7
2050,ES1 2 coal,ES1 2,coal,1120.7,28.196969696969692,349946.5536298572,0.34,#707070,Coal,True,560.35,0.0,0.0,2241.4,1120.7
2025,ES1 2 offwind-ac,ES1 2,offwind-ac,81.41812234896094,0.015,185460.8393300557,0.0,#6895dd,Offshore Wind (AC),True,40.70906117448047,40.70906117448047,40.70906117448047,40.70906117448047,122.1271835234414
2030,ES1 2 offwind-ac,ES1 2,offwind-ac,81.41812234896094,0.015,185450.8393300557,0.0,#6895dd,Offshore Wind (AC),True,40.70906117448047,40.70906117448047,81.41812234896094,81.41812234896094,162.83624469792187
2040,ES1 2 offwind-ac,ES1 2,offwind-ac,81.41812234896094,0.015,185440.8393300557,0.0,#6895dd,Offshore Wind (AC),True,40.70906117448047,0.0,81.41812234896094,122.1271835234414,162.83624469792187
2050,ES1 2 offwind-ac,ES1 2,offwind-ac,81.41812234896094,0.015,185430.8393300557,0.0,#6895dd,Offshore Wind (AC),True,40.70906117448047,0.0,81.41812234896094,162.83624469792187,162.83624469792187
2025,ES1 2 onwind,ES1 2,onwind,4177.98243145088,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind,True,2088.99121572544,2088.99121572544,2088.99121572544,2088.99121572544,6266.973647176319
2030,ES1 2 onwind,ES1 2,onwind,4177.98243145088,0.015,96075.88801996628,0.0,#235ebc,Onshore Wind,True,2088.99121572544,2088.99121572544,4177.98243145088,4177.98243145088,8355.96486290176
2040,ES1 2 onwind,ES1 2,onwind,4177.98243145088,0.015,96065.88801996628,0.0,#235ebc,Onshore Wind,True,2088.99121572544,2088.99121572544,6266.973647176319,6266.973647176319,10444.956078627198
2050,ES1 2 onwind,ES1 2,onwind,4177.98243145088,0.015,96055.88801996628,0.0,#235ebc,Onshore Wind,True,2088.99121572544,0.0,6266.973647176319,8355.96486290176,10444.956078627198
2025,ES1 2 ror,ES1 2,ror,36.65,0.0,299140.2249292296,0.0,#4adbc8,Run of River,True,18.325,18.325,18.325,18.325,54.974999999999994
2030,ES1 2 ror,ES1 2,ror,36.65,0.0,299130.2249292296,0.0,#4adbc8,Run of River,True,18.325,18.325,36.65,36.65,73.3
2040,ES1 2 ror,ES1 2,ror,36.65,0.0,299120.2249292296,0.0,#4adbc8,Run of River,True,18.325,0.0,36.65,54.974999999999994,73.3
2050,ES1 2 ror,ES1 2,ror,36.65,0.0,299110.2249292296,0.0,#4adbc8,Run of River,True,18.325,0.0,36.65,73.3,73.3
2025,ES1 2 solar,ES1 2,solar,1258.4329093785896,0.01,35602.07124380445,0.0,#f9d002,Solar,True,629.2164546892948,629.2164546892948,629.2164546892948,629.2164546892948,1887.6493640678843
2030,ES1 2 solar,ES1 2,solar,1258.4329093785896,0.01,35592.07124380445,0.0,#f9d002,Solar,True,629.2164546892948,629.2164546892948,1258.4329093785896,1258.4329093785896,2516.865818757179
2040,ES1 2 solar,ES1 2,solar,1258.4329093785896,0.01,35582.07124380445,0.0,#f9d002,Solar,True,629.2164546892948,629.2164546892948,1887.6493640678843,1887.6493640678843,3146.0822734464737
2050,ES1 2 solar,ES1 2,solar,1258.4329093785896,0.01,35572.07124380445,0.0,#f9d002,Solar,True,629.2164546892948,629.2164546892948,2516.865818757179,2516.865818757179,3775.2987281357687
2025,ES1 3 CCGT,ES1 3,CCGT,6225.0,41.0392498565482,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3112.5,0.0,0.0,3112.5,6225.0
2030,ES1 3 CCGT,ES1 3,CCGT,6225.0,41.0392498565482,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3112.5,0.0,0.0,6225.0,6225.0
2040,ES1 3 CCGT,ES1 3,CCGT,6225.0,41.0392498565482,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3112.5,0.0,0.0,9337.5,6225.0
2050,ES1 3 CCGT,ES1 3,CCGT,6225.0,41.0392498565482,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,3112.5,0.0,0.0,12450.0,6225.0
2025,ES1 3 coal,ES1 3,coal,543.0208674157096,28.196969696969692,349976.5536298572,0.34,#707070,Coal,True,271.5104337078548,0.0,0.0,271.5104337078548,543.0208674157096
2030,ES1 3 coal,ES1 3,coal,543.0208674157096,28.196969696969692,349966.5536298572,0.34,#707070,Coal,True,271.5104337078548,0.0,0.0,543.0208674157096,543.0208674157096
2040,ES1 3 coal,ES1 3,coal,543.0208674157096,28.196969696969692,349956.5536298572,0.34,#707070,Coal,True,271.5104337078548,0.0,0.0,814.5313011235644,543.0208674157096
2050,ES1 3 coal,ES1 3,coal,543.0208674157096,28.196969696969692,349946.5536298572,0.34,#707070,Coal,True,271.5104337078548,0.0,0.0,1086.0417348314193,543.0208674157096
2025,ES1 3 offwind-ac,ES1 3,offwind-ac,3813.550615754752,0.015,184588.3619562837,0.0,#6895dd,Offshore Wind (AC),True,1906.775307877376,1906.775307877376,1906.775307877376,1906.775307877376,5720.325923632128
2030,ES1 3 offwind-ac,ES1 3,offwind-ac,3813.550615754752,0.015,184578.3619562837,0.0,#6895dd,Offshore Wind (AC),True,1906.775307877376,0.0,1906.775307877376,3813.550615754752,5720.325923632128
2040,ES1 3 offwind-ac,ES1 3,offwind-ac,3813.550615754752,0.015,184568.3619562837,0.0,#6895dd,Offshore Wind (AC),True,1906.775307877376,0.0,1906.775307877376,5720.325923632128,5720.325923632128
2050,ES1 3 offwind-ac,ES1 3,offwind-ac,3813.550615754752,0.015,184558.3619562837,0.0,#6895dd,Offshore Wind (AC),True,1906.775307877376,0.0,1906.775307877376,7627.101231509504,5720.325923632128
2025,ES1 3 onwind,ES1 3,onwind,3188.486869328991,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,1594.2434346644955,1594.2434346644957,1594.2434346644957,1594.2434346644955,4782.730303993487
2030,ES1 3 onwind,ES1 3,onwind,3188.486869328991,0.015,96075.88801996633,0.0,#235ebc,Onshore Wind,True,1594.2434346644955,0.0,1594.2434346644957,3188.486869328991,4782.730303993487
2040,ES1 3 onwind,ES1 3,onwind,3188.486869328991,0.015,96065.88801996633,0.0,#235ebc,Onshore Wind,True,1594.2434346644955,0.0,1594.2434346644957,4782.730303993487,4782.730303993487
2050,ES1 3 onwind,ES1 3,onwind,3188.486869328991,0.015,96055.88801996633,0.0,#235ebc,Onshore Wind,True,1594.2434346644955,0.0,1594.2434346644957,6376.973738657982,4782.730303993487
2025,ES1 3 solar,ES1 3,solar,2215.1920363579256,0.01,35602.07124380445,0.0,#f9d002,Solar,True,1107.5960181789628,1107.5960181789628,1107.5960181789628,1107.5960181789628,3322.7880545368885
2030,ES1 3 solar,ES1 3,solar,2215.1920363579256,0.01,35592.07124380445,0.0,#f9d002,Solar,True,1107.5960181789628,1107.5960181789628,2215.1920363579256,2215.1920363579256,4430.384072715851
2040,ES1 3 solar,ES1 3,solar,2215.1920363579256,0.01,35582.07124380445,0.0,#f9d002,Solar,True,1107.5960181789628,1107.5960181789628,3322.7880545368885,3322.7880545368885,5537.980090894815
2050,ES1 3 solar,ES1 3,solar,2215.1920363579256,0.01,35572.07124380445,0.0,#f9d002,Solar,True,1107.5960181789628,1107.5960181789628,4430.384072715851,4430.384072715851,6645.576109073777
2025,ES1 4 CCGT,ES1 4,CCGT,1879.58,38.796220772198495,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,939.79,0.0,0.0,939.79,1879.58
2030,ES1 4 CCGT,ES1 4,CCGT,1879.58,38.796220772198495,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,939.79,0.0,0.0,1879.58,1879.58
2040,ES1 4 CCGT,ES1 4,CCGT,1879.58,38.796220772198495,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,939.79,0.0,0.0,2819.37,1879.58
2050,ES1 4 CCGT,ES1 4,CCGT,1879.58,38.796220772198495,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,939.79,0.0,0.0,3759.16,1879.58
2025,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349976.5536298572,0.34,#707070,Coal,True,760.673841330742,0.0,0.0,760.673841330742,1521.347682661484
2030,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349966.5536298572,0.34,#707070,Coal,True,760.673841330742,0.0,0.0,1521.347682661484,1521.347682661484
2040,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349956.5536298572,0.34,#707070,Coal,True,760.673841330742,0.0,0.0,2282.021523992226,1521.347682661484
2050,ES1 4 coal,ES1 4,coal,1521.347682661484,28.1969696969697,349946.5536298572,0.34,#707070,Coal,True,760.673841330742,0.0,0.0,3042.695365322968,1521.347682661484
2025,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184037.52220188075,0.0,#6895dd,Offshore Wind (AC),True,909.5459244897186,909.5459244897186,909.5459244897186,909.5459244897186,2728.637773469156
2030,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184027.52220188075,0.0,#6895dd,Offshore Wind (AC),True,909.5459244897186,909.5459244897186,1819.0918489794371,1819.0918489794371,3638.1836979588743
2040,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184017.52220188075,0.0,#6895dd,Offshore Wind (AC),True,909.5459244897186,909.5459244897186,2728.637773469156,2728.637773469156,4547.729622448593
2050,ES1 4 offwind-ac,ES1 4,offwind-ac,1819.0918489794371,0.015,184007.52220188075,0.0,#6895dd,Offshore Wind (AC),True,909.5459244897186,0.0,2728.637773469156,3638.1836979588743,4547.729622448593
2025,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96085.8880199663,0.0,#235ebc,Onshore Wind,True,1916.508597904429,1916.508597904429,1916.508597904429,1916.508597904429,5749.525793713287
2030,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96075.8880199663,0.0,#235ebc,Onshore Wind,True,1916.508597904429,1916.508597904429,3833.017195808858,3833.017195808858,7666.034391617716
2040,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96065.8880199663,0.0,#235ebc,Onshore Wind,True,1916.508597904429,1916.508597904429,5749.525793713287,5749.525793713287,9582.542989522146
2050,ES1 4 onwind,ES1 4,onwind,3833.017195808858,0.0149999999999999,96055.8880199663,0.0,#235ebc,Onshore Wind,True,1916.508597904429,1916.508597904429,7666.034391617716,7666.034391617716,11499.051587426575
2025,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35602.07124380444,0.0,#f9d002,Solar,True,322.110522124629,322.110522124629,322.110522124629,322.110522124629,966.331566373887
2030,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35592.07124380444,0.0,#f9d002,Solar,True,322.110522124629,322.110522124629,644.221044249258,644.221044249258,1288.442088498516
2040,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35582.07124380444,0.0,#f9d002,Solar,True,322.110522124629,322.110522124629,966.331566373887,966.331566373887,1610.552610623145
2050,ES1 4 solar,ES1 4,solar,644.221044249258,0.01,35572.07124380444,0.0,#f9d002,Solar,True,322.110522124629,322.110522124629,1288.442088498516,1288.442088498516,1932.663132747774
2025,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,298.75,0.0,0.0,298.75,597.5
2030,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,298.75,0.0,0.0,597.5,597.5
2040,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,298.75,0.0,0.0,896.25,597.5
2050,ES1 5 CCGT,ES1 5,CCGT,597.5,38.85517241379311,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,298.75,0.0,0.0,1195.0,597.5
2025,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,2075.226994392512,2075.226994392512,2075.226994392512,2075.226994392512,6225.680983177536
2030,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96075.8880199663,0.0,#235ebc,Onshore Wind,True,2075.226994392512,2075.226994392512,4150.453988785024,4150.453988785024,8300.907977570048
2040,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96065.8880199663,0.0,#235ebc,Onshore Wind,True,2075.226994392512,0.0,4150.453988785024,6225.680983177536,8300.907977570048
2050,ES1 5 onwind,ES1 5,onwind,4150.453988785024,0.015,96055.8880199663,0.0,#235ebc,Onshore Wind,True,2075.226994392512,0.0,4150.453988785024,8300.907977570048,8300.907977570048
2025,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35602.07124380446,0.0,#f9d002,Solar,True,1135.4919682684128,1135.4919682684128,1135.4919682684128,1135.4919682684128,3406.4759048052383
2030,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35592.07124380446,0.0,#f9d002,Solar,True,1135.4919682684128,1135.4919682684128,2270.9839365368257,2270.9839365368257,4541.967873073651
2040,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35582.07124380446,0.0,#f9d002,Solar,True,1135.4919682684128,1135.4919682684128,3406.4759048052383,3406.4759048052383,5677.4598413420645
2050,ES1 5 solar,ES1 5,solar,2270.9839365368257,0.01,35572.07124380446,0.0,#f9d002,Solar,True,1135.4919682684128,1135.4919682684128,4541.967873073651,4541.967873073651,6812.951809610477
2025,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1868.257,0.0,0.0,1868.257,3736.514
2030,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1868.257,0.0,0.0,3736.514,3736.514
2040,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1868.257,0.0,0.0,5604.771000000001,3736.514
2050,ES1 6 CCGT,ES1 6,CCGT,3736.514,53.09184503763878,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,1868.257,0.0,0.0,7473.028,3736.514
2025,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183319.76637314336,0.0,#6895dd,Offshore Wind (AC),True,996.503427924758,847.6102538737609,847.6102538737609,996.503427924758,2840.617109723277
2030,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183309.76637314336,0.0,#6895dd,Offshore Wind (AC),True,996.503427924758,0.0,847.6102538737609,1993.006855849516,2840.617109723277
2040,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183299.76637314336,0.0,#6895dd,Offshore Wind (AC),True,996.503427924758,0.0,847.6102538737609,2989.510283774274,2840.617109723277
2050,ES1 6 offwind-ac,ES1 6,offwind-ac,1993.006855849516,0.015,183289.76637314336,0.0,#6895dd,Offshore Wind (AC),True,996.503427924758,0.0,847.6102538737609,3986.013711699032,2840.617109723277
2025,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96085.88801996633,0.0,#235ebc,Onshore Wind,True,1309.7387084797176,1309.7387084797176,1309.7387084797176,1309.7387084797176,3929.216125439153
2030,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96075.88801996633,0.0,#235ebc,Onshore Wind,True,1309.7387084797176,1309.7387084797176,2619.4774169594352,2619.4774169594352,5238.9548339188705
2040,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96065.88801996633,0.0,#235ebc,Onshore Wind,True,1309.7387084797176,1309.7387084797176,3929.216125439153,3929.216125439153,6548.693542398589
2050,ES1 6 onwind,ES1 6,onwind,2619.4774169594352,0.015,96055.88801996633,0.0,#235ebc,Onshore Wind,True,1309.7387084797176,0.0,3929.216125439153,5238.9548339188705,6548.693542398589
2025,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35602.07124380444,0.0,#f9d002,Solar,True,504.7502666525228,504.7502666525228,504.7502666525228,504.7502666525228,1514.2507999575682
2030,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35592.07124380444,0.0,#f9d002,Solar,True,504.7502666525228,504.7502666525228,1009.5005333050456,1009.5005333050456,2019.0010666100911
2040,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35582.07124380444,0.0,#f9d002,Solar,True,504.7502666525228,504.7502666525228,1514.2507999575682,1514.2507999575682,2523.751333262614
2050,ES1 6 solar,ES1 6,solar,1009.5005333050456,0.01,35572.07124380444,0.0,#f9d002,Solar,True,504.7502666525228,504.7502666525228,2019.0010666100911,2019.0010666100911,3028.5015999151365
2025,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas,True,23.0,23.0,23.0,23.0,69.0
2030,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99017.72929315244,0.2,#b20101,Combined-Cycle Gas,True,23.0,0.0,23.0,46.0,69.0
2040,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,99007.72929315244,0.2,#b20101,Combined-Cycle Gas,True,23.0,0.0,23.0,69.0,69.0
2050,ES1 7 CCGT,ES1 7,CCGT,46.0,38.85517241379311,98997.72929315244,0.2,#b20101,Combined-Cycle Gas,True,23.0,0.0,23.0,92.0,69.0
2025,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind,True,1819.473880209138,1819.473880209138,1819.473880209138,1819.473880209138,5458.4216406274145
2030,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96075.8880199663,0.0,#235ebc,Onshore Wind,True,1819.473880209138,1819.473880209138,3638.947760418276,3638.947760418276,7277.895520836552
2040,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96065.8880199663,0.0,#235ebc,Onshore Wind,True,1819.473880209138,0.0,3638.947760418276,5458.4216406274145,7277.895520836552
2050,ES1 7 onwind,ES1 7,onwind,3638.947760418276,0.015,96055.8880199663,0.0,#235ebc,Onshore Wind,True,1819.473880209138,0.0,3638.947760418276,7277.895520836552,7277.895520836552
2025,ES1 7 solar,ES1 7,solar,1651.1136164862935,0.01,35602.07124380445,0.0,#f9d002,Solar,True,825.5568082431467,825.5568082431467,825.5568082431467,825.5568082431467,2476.67042472944
